Galactic Longitude,Altitude,Azimuth,Radial Velocity (km/s),Power
6.222222222222222,15.79833984375,207.8173828125,-1009.8359,0.23727131
6.222222222222222,15.79833984375,207.8173828125,-1022.2027,0.3638382
6.222222222222222,15.79833984375,207.8173828125,-1026.3251,0.44885302
6.222222222222222,15.79833984375,207.8173828125,-1040.7532,0.681098
6.222222222222222,15.79833984375,207.8173828125,-1044.8754,0.6768074
6.222222222222222,15.79833984375,207.8173828125,-1048.9977,0.617157
6.222222222222222,15.79833984375,207.8173828125,-1053.12,0.5080347
9.333333333333334,18.61083984375,207.8173828125,925.58624,0.52969337
9.333333333333334,18.61083984375,207.8173828125,886.4243,0.26455474
9.333333333333334,18.61083984375,207.8173828125,853.44586,0.5402231
9.333333333333334,18.61083984375,207.8173828125,814.284,0.4793315
9.333333333333334,18.61083984375,207.8173828125,810.1616,0.20193267
9.333333333333334,18.61083984375,207.8173828125,806.03937,0.21829295
9.333333333333334,18.61083984375,207.8173828125,793.6725,0.21496177
9.333333333333334,18.61083984375,207.8173828125,789.5502,0.23073769
9.333333333333334,18.61083984375,207.8173828125,777.1833,0.24240732
9.333333333333334,18.61083984375,207.8173828125,770.9998,0.23853755
9.333333333333334,18.61083984375,207.8173828125,766.87744,0.2442832
9.333333333333334,18.61083984375,207.8173828125,760.6941,0.23389125
9.333333333333334,18.61083984375,207.8173828125,752.4494,0.24877024
9.333333333333334,18.61083984375,207.8173828125,746.266,0.26745486
9.333333333333334,18.61083984375,207.8173828125,738.02136,0.33312535
9.333333333333334,18.61083984375,207.8173828125,731.8379,0.25943542
9.333333333333334,18.61083984375,207.8173828125,725.6544,0.24257088
9.333333333333334,18.61083984375,207.8173828125,717.40985,0.24682379
9.333333333333334,18.61083984375,207.8173828125,713.28754,0.23451161
9.333333333333334,18.61083984375,207.8173828125,709.1652,0.265563
9.333333333333334,18.61083984375,207.8173828125,698.85944,0.27446175
9.333333333333334,18.61083984375,207.8173828125,694.7372,0.22479367
9.333333333333334,18.61083984375,207.8173828125,690.61487,0.21330357
9.333333333333334,18.61083984375,207.8173828125,686.49255,0.21520281
9.333333333333334,18.61083984375,207.8173828125,680.3091,0.23769116
9.333333333333334,18.61083984375,207.8173828125,672.0645,0.22530985
9.333333333333334,18.61083984375,207.8173828125,665.88104,0.21670747
9.333333333333334,18.61083984375,207.8173828125,653.5141,0.22080469
9.333333333333334,18.61083984375,207.8173828125,643.2084,0.20478916
9.333333333333334,18.61083984375,207.8173828125,639.08606,0.21268225
9.333333333333334,18.61083984375,207.8173828125,626.7191,0.20214796
9.333333333333334,18.61083984375,207.8173828125,8.373431,0.27417636
9.333333333333334,18.61083984375,207.8173828125,-28.727312,1.5159359
9.333333333333334,18.61083984375,207.8173828125,-39.033073,1.3586123
9.333333333333334,18.61083984375,207.8173828125,-997.46893,0.2231021
9.333333333333334,18.61083984375,207.8173828125,-1032.5085,0.28426695
9.333333333333334,18.61083984375,207.8173828125,-1036.6307,0.3355384
9.333333333333334,18.61083984375,207.8173828125,-1040.7532,0.36872387
9.333333333333334,18.61083984375,207.8173828125,-1053.12,0.21348286
12.444444444444445,21.4013671875,207.8173828125,925.58624,0.4741888
12.444444444444445,21.4013671875,207.8173828125,886.4243,0.24871516
12.444444444444445,21.4013671875,207.8173828125,853.44586,0.5737691
12.444444444444445,21.4013671875,207.8173828125,814.284,0.39101648
12.444444444444445,21.4013671875,207.8173828125,777.1833,0.21338701
12.444444444444445,21.4013671875,207.8173828125,746.266,0.20228744
12.444444444444445,21.4013671875,207.8173828125,738.02136,0.30033612
12.444444444444445,21.4013671875,207.8173828125,709.1652,0.21320868
12.444444444444445,21.4013671875,207.8173828125,698.85944,0.20868468
12.444444444444445,21.4013671875,207.8173828125,-8.115787,1.1378858
12.444444444444445,21.4013671875,207.8173828125,-32.849613,1.4078565
15.555555555555555,24.19189453125,207.79541015625,925.58624,0.6073601
15.555555555555555,24.19189453125,207.79541015625,921.4639,0.2001605
15.555555555555555,24.19189453125,207.79541015625,917.34155,0.24443913
15.555555555555555,24.19189453125,207.79541015625,913.2193,0.2340784
15.555555555555555,24.19189453125,207.79541015625,904.97473,0.21439767
15.555555555555555,24.19189453125,207.79541015625,898.79126,0.22728038
15.555555555555555,24.19189453125,207.79541015625,892.6078,0.38092685
15.555555555555555,24.19189453125,207.79541015625,886.4243,0.40730238
15.555555555555555,24.19189453125,207.79541015625,882.30206,0.25963736
15.555555555555555,24.19189453125,207.79541015625,876.1186,0.24535584
15.555555555555555,24.19189453125,207.79541015625,869.9351,0.21764088
15.555555555555555,24.19189453125,207.79541015625,861.69055,0.22508097
15.555555555555555,24.19189453125,207.79541015625,853.44586,0.73543143
15.555555555555555,24.19189453125,207.79541015625,847.26245,0.2417047
15.555555555555555,24.19189453125,207.79541015625,839.01776,0.25675797
15.555555555555555,24.19189453125,207.79541015625,826.65094,0.26254582
15.555555555555555,24.19189453125,207.79541015625,818.4063,0.22878528
15.555555555555555,24.19189453125,207.79541015625,814.284,0.52031326
15.555555555555555,24.19189453125,207.79541015625,810.1616,0.28179646
15.555555555555555,24.19189453125,207.79541015625,806.03937,0.2890625
15.555555555555555,24.19189453125,207.79541015625,797.7948,0.2600484
15.555555555555555,24.19189453125,207.79541015625,789.5502,0.2978866
15.555555555555555,24.19189453125,207.79541015625,777.1833,0.36645865
15.555555555555555,24.19189453125,207.79541015625,770.9998,0.32682204
15.555555555555555,24.19189453125,207.79541015625,766.87744,0.3242855
15.555555555555555,24.19189453125,207.79541015625,760.6941,0.3080809
15.555555555555555,24.19189453125,207.79541015625,756.5717,0.28792906
15.555555555555555,24.19189453125,207.79541015625,752.4494,0.30649734
15.555555555555555,24.19189453125,207.79541015625,746.266,0.33005857
15.555555555555555,24.19189453125,207.79541015625,738.02136,0.42277074
15.555555555555555,24.19189453125,207.79541015625,731.8379,0.31177807
15.555555555555555,24.19189453125,207.79541015625,725.6544,0.31167412
15.555555555555555,24.19189453125,207.79541015625,717.40985,0.31666446
15.555555555555555,24.19189453125,207.79541015625,713.28754,0.3123777
15.555555555555555,24.19189453125,207.79541015625,709.1652,0.34953237
15.555555555555555,24.19189453125,207.79541015625,698.85944,0.3285067
15.555555555555555,24.19189453125,207.79541015625,694.7372,0.28835893
15.555555555555555,24.19189453125,207.79541015625,680.3091,0.29467893
15.555555555555555,24.19189453125,207.79541015625,672.0645,0.28271532
15.555555555555555,24.19189453125,207.79541015625,665.88104,0.28730726
15.555555555555555,24.19189453125,207.79541015625,657.6364,0.26547766
15.555555555555555,24.19189453125,207.79541015625,651.45294,0.28098774
15.555555555555555,24.19189453125,207.79541015625,643.2084,0.27192402
15.555555555555555,24.19189453125,207.79541015625,639.08606,0.2654903
15.555555555555555,24.19189453125,207.79541015625,626.7191,0.25919676
15.555555555555555,24.19189453125,207.79541015625,622.59686,0.25079846
15.555555555555555,24.19189453125,207.79541015625,618.47455,0.2358737
15.555555555555555,24.19189453125,207.79541015625,610.2299,0.20682812
15.555555555555555,24.19189453125,207.79541015625,604.04645,0.2269404
15.555555555555555,24.19189453125,207.79541015625,597.863,0.21987581
15.555555555555555,24.19189453125,207.79541015625,593.7407,0.20320678
15.555555555555555,24.19189453125,207.79541015625,589.6184,0.21705294
15.555555555555555,24.19189453125,207.79541015625,8.373431,0.9474058
15.555555555555555,24.19189453125,207.79541015625,-8.115787,1.3682578
15.555555555555555,24.19189453125,207.79541015625,-16.360397,1.391007
15.555555555555555,24.19189453125,207.79541015625,-22.543854,1.3944116
15.555555555555555,24.19189453125,207.79541015625,-32.849613,1.2191458
15.555555555555555,24.19189453125,207.79541015625,-39.033073,1.2324846
15.555555555555555,24.19189453125,207.79541015625,-57.583443,0.59815764
15.555555555555555,24.19189453125,207.79541015625,-972.73505,0.21344423
15.555555555555555,24.19189453125,207.79541015625,-997.46893,0.3908882
15.555555555555555,24.19189453125,207.79541015625,-1026.3251,0.2414074
15.555555555555555,24.19189453125,207.79541015625,-1032.5085,0.3873129
15.555555555555555,24.19189453125,207.79541015625,-1036.6307,0.46940374
15.555555555555555,24.19189453125,207.79541015625,-1042.8142,0.5184336
15.555555555555555,24.19189453125,207.79541015625,-1053.12,0.30891323
18.666666666666668,27.00439453125,207.79541015625,925.58624,0.36665487
18.666666666666668,27.00439453125,207.79541015625,892.6078,0.25277734
18.666666666666668,27.00439453125,207.79541015625,886.4243,0.22065187
18.666666666666668,27.00439453125,207.79541015625,853.44586,0.55726194
18.666666666666668,27.00439453125,207.79541015625,814.284,0.32435846
18.666666666666668,27.00439453125,207.79541015625,777.1833,0.20966268
18.666666666666668,27.00439453125,207.79541015625,738.02136,0.25361156
18.666666666666668,27.00439453125,207.79541015625,14.556889,0.8311796
18.666666666666668,27.00439453125,207.79541015625,8.373431,0.8476367
18.666666666666668,27.00439453125,207.79541015625,2.1899743,0.81885815
18.666666666666668,27.00439453125,207.79541015625,-8.115787,0.6819489
18.666666666666668,27.00439453125,207.79541015625,-22.543854,1.2815666
18.666666666666668,27.00439453125,207.79541015625,-39.033073,1.0885813
18.666666666666668,27.00439453125,207.79541015625,-59.644596,0.5820973
18.666666666666668,27.00439453125,207.79541015625,-63.766903,0.5880058
21.77777777777778,29.794921875,207.92724609375,925.58624,0.33574295
21.77777777777778,29.794921875,207.92724609375,892.6078,0.38059568
21.77777777777778,29.794921875,207.92724609375,886.4243,0.33152747
21.77777777777778,29.794921875,207.92724609375,853.44586,0.66978145
21.77777777777778,29.794921875,207.92724609375,814.284,0.27901435
21.77777777777778,29.794921875,207.92724609375,777.1833,0.30149698
21.77777777777778,29.794921875,207.92724609375,738.02136,0.26925182
21.77777777777778,29.794921875,207.92724609375,68.14685,0.20282435
21.77777777777778,29.794921875,207.92724609375,26.923803,0.7267859
21.77777777777778,29.794921875,207.92724609375,22.801498,0.72961307
21.77777777777778,29.794921875,207.92724609375,18.679193,0.73554087
21.77777777777778,29.794921875,207.92724609375,14.556889,0.757884
21.77777777777778,29.794921875,207.92724609375,2.1899743,1.0181599
21.77777777777778,29.794921875,207.92724609375,-26.666159,1.2122893
21.77777777777778,29.794921875,207.92724609375,-41.094227,1.0790253
21.77777777777778,29.794921875,207.92724609375,-53.46114,0.46813416
21.77777777777778,29.794921875,207.92724609375,-59.644596,0.4677961
21.77777777777778,29.794921875,207.92724609375,-997.46893,0.2868805
24.88888888888889,32.58544921875,207.92724609375,925.58624,0.26559353
24.88888888888889,32.58544921875,207.92724609375,892.6078,0.5035958
24.88888888888889,32.58544921875,207.92724609375,886.4243,0.33864164
24.88888888888889,32.58544921875,207.92724609375,853.44586,0.6882665
24.88888888888889,32.58544921875,207.92724609375,814.284,0.22633934
24.88888888888889,32.58544921875,207.92724609375,777.1833,0.3331654
24.88888888888889,32.58544921875,207.92724609375,738.02136,0.25410867
24.88888888888889,32.58544921875,207.92724609375,55.779934,0.7951658
24.88888888888889,32.58544921875,207.92724609375,51.65763,0.7760558
24.88888888888889,32.58544921875,207.92724609375,37.229565,0.50751734
24.88888888888889,32.58544921875,207.92724609375,33.107258,0.5073874
24.88888888888889,32.58544921875,207.92724609375,14.556889,1.0029902
24.88888888888889,32.58544921875,207.92724609375,8.373431,0.9436474
24.88888888888889,32.58544921875,207.92724609375,-8.115787,0.5721495
24.88888888888889,32.58544921875,207.92724609375,-28.727312,1.0025592
24.88888888888889,32.58544921875,207.92724609375,-39.033073,1.0045135
24.88888888888889,32.58544921875,207.92724609375,-72.011505,0.3553579
24.88888888888889,32.58544921875,207.92724609375,-997.46893,0.3326192
28.0,35.3759765625,208.125,925.58624,0.2588575
28.0,35.3759765625,208.125,892.6078,0.6488879
28.0,35.3759765625,208.125,886.4243,0.42120457
28.0,35.3759765625,208.125,853.44586,0.7604368
28.0,35.3759765625,208.125,814.284,0.21888638
28.0,35.3759765625,208.125,777.1833,0.40051842
28.0,35.3759765625,208.125,770.9998,0.201792
28.0,35.3759765625,208.125,746.266,0.21468377
28.0,35.3759765625,208.125,738.02136,0.29872847
28.0,35.3759765625,208.125,709.1652,0.21496797
28.0,35.3759765625,208.125,700.92065,0.21354985
28.0,35.3759765625,208.125,43.41302,0.6962819
28.0,35.3759765625,208.125,37.229565,0.74617815
28.0,35.3759765625,208.125,22.801498,0.55907226
28.0,35.3759765625,208.125,14.556889,0.42842436
28.0,35.3759765625,208.125,8.373431,0.56116724
28.0,35.3759765625,208.125,2.1899743,0.6022124
28.0,35.3759765625,208.125,-8.115787,0.7134588
28.0,35.3759765625,208.125,-24.605005,1.0684607
28.0,35.3759765625,208.125,-39.033073,0.9893949
28.0,35.3759765625,208.125,-53.46114,0.6156504
28.0,35.3759765625,208.125,-72.011505,0.45521903
28.0,35.3759765625,208.125,-997.46893,0.316566
31.11111111111111,38.1884765625,208.2568359375,892.6078,0.7784474
31.11111111111111,38.1884765625,208.2568359375,886.4243,0.4113865
31.11111111111111,38.1884765625,208.2568359375,853.44586,0.7638941
31.11111111111111,38.1884765625,208.2568359375,816.3451,0.24385738
31.11111111111111,38.1884765625,208.2568359375,777.1833,0.46504116
31.11111111111111,38.1884765625,208.2568359375,770.9998,0.21540213
31.11111111111111,38.1884765625,208.2568359375,766.87744,0.22549438
31.11111111111111,38.1884765625,208.2568359375,746.266,0.24330783
31.11111111111111,38.1884765625,208.2568359375,738.02136,0.3022766
31.11111111111111,38.1884765625,208.2568359375,731.8379,0.22405791
31.11111111111111,38.1884765625,208.2568359375,725.6544,0.21491337
31.11111111111111,38.1884765625,208.2568359375,717.40985,0.21076584
31.11111111111111,38.1884765625,208.2568359375,713.28754,0.21981049
31.11111111111111,38.1884765625,208.2568359375,709.1652,0.22659421
31.11111111111111,38.1884765625,208.2568359375,705.0429,0.207551
31.11111111111111,38.1884765625,208.2568359375,700.92065,0.2470417
31.11111111111111,38.1884765625,208.2568359375,680.3091,0.20803285
31.11111111111111,38.1884765625,208.2568359375,661.7587,0.21910262
31.11111111111111,38.1884765625,208.2568359375,57.841087,1.0982463
31.11111111111111,38.1884765625,208.2568359375,51.65763,1.1479754
31.11111111111111,38.1884765625,208.2568359375,39.290718,1.0161602
31.11111111111111,38.1884765625,208.2568359375,28.984955,0.9335778
31.11111111111111,38.1884765625,208.2568359375,4.251127,0.9630656
31.11111111111111,38.1884765625,208.2568359375,-18.421549,1.1031127
31.11111111111111,38.1884765625,208.2568359375,-22.543854,1.1096272
31.11111111111111,38.1884765625,208.2568359375,-39.033073,0.8461554
31.11111111111111,38.1884765625,208.2568359375,-57.583443,0.41814303
31.11111111111111,38.1884765625,208.2568359375,-74.07266,0.3086753
31.11111111111111,38.1884765625,208.2568359375,-78.19497,0.30690742
31.11111111111111,38.1884765625,208.2568359375,-997.46893,0.5386853
31.11111111111111,38.1884765625,208.2568359375,-1001.5912,0.22989321
31.11111111111111,38.1884765625,208.2568359375,-1032.5085,0.20530653
31.11111111111111,38.1884765625,208.2568359375,-1036.6307,0.27645826
31.11111111111111,38.1884765625,208.2568359375,-1040.7532,0.33529568
31.11111111111111,38.1884765625,208.2568359375,-1048.9977,0.24683666
34.22222222222222,41.0009765625,208.388671875,892.6078,0.75051403
34.22222222222222,41.0009765625,208.388671875,886.4243,0.27410316
34.22222222222222,41.0009765625,208.388671875,853.44586,0.59228134
34.22222222222222,41.0009765625,208.388671875,777.1833,0.36812186
34.22222222222222,41.0009765625,208.388671875,51.65763,0.61314726
34.22222222222222,41.0009765625,208.388671875,37.229565,0.524199
34.22222222222222,41.0009765625,208.388671875,8.373431,0.8661876
34.22222222222222,41.0009765625,208.388671875,-26.666159,1.0406618
37.333333333333336,43.8134765625,208.49853515625,892.6078,0.79911804
37.333333333333336,43.8134765625,208.49853515625,886.4243,0.23110008
37.333333333333336,43.8134765625,208.49853515625,853.44586,0.50440073
37.333333333333336,43.8134765625,208.49853515625,816.3451,0.22916579
37.333333333333336,43.8134765625,208.49853515625,777.1833,0.3706448
37.333333333333336,43.8134765625,208.49853515625,43.41302,0.66951656
37.333333333333336,43.8134765625,208.49853515625,39.290718,0.6698382
37.333333333333336,43.8134765625,208.49853515625,18.679193,1.0248804
37.333333333333336,43.8134765625,208.49853515625,12.495736,1.0265818
37.333333333333336,43.8134765625,208.49853515625,-6.054635,1.1438742
37.333333333333336,43.8134765625,208.49853515625,-26.666159,0.9616718
37.333333333333336,43.8134765625,208.49853515625,-997.46893,0.20755672
40.44444444444444,46.58203125,208.63037109375,923.525,0.2685995
40.44444444444444,46.58203125,208.63037109375,892.6078,0.8600974
40.44444444444444,46.58203125,208.63037109375,853.44586,0.41716456
40.44444444444444,46.58203125,208.63037109375,816.3451,0.3278172
40.44444444444444,46.58203125,208.63037109375,777.1833,0.3884678
40.44444444444444,46.58203125,208.63037109375,37.229565,1.037108
40.44444444444444,46.58203125,208.63037109375,26.923803,1.1567147
40.44444444444444,46.58203125,208.63037109375,20.740345,1.2420411
40.44444444444444,46.58203125,208.63037109375,2.1899743,1.0209184
40.44444444444444,46.58203125,208.63037109375,-8.115787,1.2571023
40.44444444444444,46.58203125,208.63037109375,-26.666159,0.98447037
40.44444444444444,46.58203125,208.63037109375,-32.849613,1.00492
40.44444444444444,46.58203125,208.63037109375,-69.95036,0.48132682
43.55555555555556,49.39453125,208.7841796875,923.525,0.30593562
43.55555555555556,49.39453125,208.7841796875,892.6078,0.81078815
43.55555555555556,49.39453125,208.7841796875,853.44586,0.28519535
43.55555555555556,49.39453125,208.7841796875,816.3451,0.34113765
43.55555555555556,49.39453125,208.7841796875,777.1833,0.32619
43.55555555555556,49.39453125,208.7841796875,20.740345,1.3021646
43.55555555555556,49.39453125,208.7841796875,8.373431,0.8058057
43.55555555555556,49.39453125,208.7841796875,-1.9323304,1.0633228
43.55555555555556,49.39453125,208.7841796875,-16.360397,0.9812894
43.55555555555556,49.39453125,208.7841796875,-30.788464,0.8398423
43.55555555555556,49.39453125,208.7841796875,-78.19497,0.3245809
46.666666666666664,52.18505859375,208.93798828125,923.525,0.32935643
46.666666666666664,52.18505859375,208.93798828125,892.6078,0.7553201
46.666666666666664,52.18505859375,208.93798828125,816.3451,0.36016107
46.666666666666664,52.18505859375,208.93798828125,777.1833,0.28371167
46.666666666666664,52.18505859375,208.93798828125,20.740345,1.4565797
46.666666666666664,52.18505859375,208.93798828125,-8.115787,0.75307536
46.666666666666664,52.18505859375,208.93798828125,-16.360397,0.86763287
46.666666666666664,52.18505859375,208.93798828125,-28.727312,0.9136939
49.77777777777778,57.7880859375,209.28955078125,923.525,0.37754822
49.77777777777778,57.7880859375,209.28955078125,892.6078,0.58453774
49.77777777777778,57.7880859375,209.28955078125,855.5071,0.20989227
49.77777777777778,57.7880859375,209.28955078125,816.3451,0.37796855
49.77777777777778,57.7880859375,209.28955078125,18.679193,1.2390566
49.77777777777778,57.7880859375,209.28955078125,14.556889,1.239337
49.77777777777778,57.7880859375,209.28955078125,8.373431,1.0874357
49.77777777777778,57.7880859375,209.28955078125,-16.360397,0.8719535
49.77777777777778,57.7880859375,209.28955078125,-26.666159,1.094873
52.88888888888889,60.57861328125,209.443359375,923.525,0.4149263
52.88888888888889,60.57861328125,209.443359375,892.6078,0.51519537
52.88888888888889,60.57861328125,209.443359375,855.5071,0.28419423
52.88888888888889,60.57861328125,209.443359375,816.3451,0.4045639
52.88888888888889,60.57861328125,209.443359375,8.373431,1.0776868
52.88888888888889,60.57861328125,209.443359375,-12.238092,0.6927452
52.88888888888889,60.57861328125,209.443359375,-24.605005,0.9879472
52.88888888888889,60.57861328125,209.443359375,-90.561874,0.31167054
56.0,63.369140625,209.59716796875,923.525,0.28256536
56.0,63.369140625,209.59716796875,892.6078,0.2737198
56.0,63.369140625,209.59716796875,855.5071,0.24103594
56.0,63.369140625,209.59716796875,816.3451,0.2842505
56.0,63.369140625,209.59716796875,2.1899743,0.960021
56.0,63.369140625,209.59716796875,-6.054635,0.9391837
56.0,63.369140625,209.59716796875,-22.543854,0.8557687
56.0,63.369140625,209.59716796875,-28.727312,0.78543806
59.111111111111114,66.181640625,209.77294921875,923.525,0.3688488
59.111111111111114,66.181640625,209.77294921875,892.6078,0.29429293
59.111111111111114,66.181640625,209.77294921875,855.5071,0.38232732
59.111111111111114,66.181640625,209.77294921875,816.3451,0.36269522
59.111111111111114,66.181640625,209.77294921875,-1.9323304,0.9760406
59.111111111111114,66.181640625,209.77294921875,-22.543854,1.1193628
59.111111111111114,66.181640625,209.77294921875,-43.155376,0.70484185
59.111111111111114,66.181640625,209.77294921875,-92.62304,0.3465469
62.22222222222222,68.9501953125,209.94873046875,923.525,0.24836612
62.22222222222222,68.9501953125,209.94873046875,855.5071,0.36413956
62.22222222222222,68.9501953125,209.94873046875,816.3451,0.25280142
62.22222222222222,68.9501953125,209.94873046875,-8.115787,1.0676873
62.22222222222222,68.9501953125,209.94873046875,-20.4827,1.248172
62.22222222222222,68.9501953125,209.94873046875,-94.68419,0.2138114
65.33333333333333,71.7626953125,210.08056640625,923.525,0.22587752
65.33333333333333,71.7626953125,210.08056640625,855.5071,0.41752577
65.33333333333333,71.7626953125,210.08056640625,816.3451,0.23414993
65.33333333333333,71.7626953125,210.08056640625,-20.4827,1.3316972
68.44444444444444,74.53125,210.1025390625,894.66895,0.2257781
68.44444444444444,74.53125,210.1025390625,855.5071,0.4370246
68.44444444444444,74.53125,210.1025390625,816.3451,0.20499396
68.44444444444444,74.53125,210.1025390625,-20.4827,1.5859716
68.44444444444444,74.53125,210.1025390625,-94.68419,0.26819062
68.44444444444444,74.53125,210.1025390625,-1001.5912,0.39886045
71.55555555555556,77.34375,210.05859375,923.525,0.2042563
71.55555555555556,77.34375,210.05859375,894.66895,0.27352738
71.55555555555556,77.34375,210.05859375,855.5071,0.5049293
71.55555555555556,77.34375,210.05859375,816.3451,0.20425248
71.55555555555556,77.34375,210.05859375,-20.4827,1.5845916
71.55555555555556,77.34375,210.05859375,-92.62304,0.35534263
71.55555555555556,77.34375,210.05859375,-98.80649,0.3444085
71.55555555555556,77.34375,210.05859375,-1001.5912,0.29457998
74.66666666666667,80.13427734375,209.794921875,894.66895,0.37621427
74.66666666666667,80.13427734375,209.794921875,855.5071,0.5197854
74.66666666666667,80.13427734375,209.794921875,779.2444,0.21414351
74.66666666666667,80.13427734375,209.794921875,-22.543854,1.5885568
74.66666666666667,80.13427734375,209.794921875,-43.155376,0.3125763
74.66666666666667,80.13427734375,209.794921875,-49.338837,0.36256433
77.77777777777779,82.90283203125,209.0478515625,923.525,0.32478046
77.77777777777779,82.90283203125,209.0478515625,894.66895,0.5269327
77.77777777777779,82.90283203125,209.0478515625,884.3632,0.3067689
77.77777777777779,82.90283203125,209.0478515625,855.5071,0.67964673
77.77777777777779,82.90283203125,209.0478515625,816.3451,0.30822873
77.77777777777779,82.90283203125,209.0478515625,779.2444,0.33035994
77.77777777777779,82.90283203125,209.0478515625,740.0825,0.2717769
77.77777777777779,82.90283203125,209.0478515625,-16.360397,1.587873
77.77777777777779,82.90283203125,209.0478515625,-26.666159,1.6603322
77.77777777777779,82.90283203125,209.0478515625,-55.522293,0.6086607
77.77777777777779,82.90283203125,209.0478515625,-84.378426,0.3779657
77.77777777777779,82.90283203125,209.0478515625,-94.68419,0.56045675
77.77777777777779,82.90283203125,209.0478515625,-98.80649,0.5522151
77.77777777777779,82.90283203125,209.0478515625,-1001.5912,0.22001457
80.88888888888889,85.71533203125,207.04833984375,894.66895,0.5604136
80.88888888888889,85.71533203125,207.04833984375,884.3632,0.23463893
80.88888888888889,85.71533203125,207.04833984375,855.5071,0.6211107
80.88888888888889,85.71533203125,207.04833984375,779.2444,0.31955576
80.88888888888889,85.71533203125,207.04833984375,740.0825,0.20579481
80.88888888888889,85.71533203125,207.04833984375,-10.17694,1.4355998
80.88888888888889,85.71533203125,207.04833984375,-18.421549,1.3571548
80.88888888888889,85.71533203125,207.04833984375,-22.543854,1.332305
80.88888888888889,85.71533203125,207.04833984375,-61.705746,0.51257896
80.88888888888889,85.71533203125,207.04833984375,-88.50073,0.29464602
84.0,88.41796875,196.083984375,894.66895,0.6207211
84.0,88.41796875,196.083984375,884.3632,0.21518373
84.0,88.41796875,196.083984375,855.5071,0.5732546
84.0,88.41796875,196.083984375,779.2444,0.32369757
84.0,88.41796875,196.083984375,-14.299244,1.1274476
84.0,88.41796875,196.083984375,-22.543854,1.0679913
84.0,88.41796875,196.083984375,-59.644596,0.98025966
84.0,88.41796875,196.083984375,-90.561874,0.37680078
